time,m1,m2,m3,p1,p2,p3
10.53,15,17,10,19,15,21
10.535,15,17,10,17,15,21
10.54,15,17,10,16,16,20
10.545,15,17,10,16,16,20
10.55,15,16,10,16,16,19
10.555,15,16,10,17,16,19
10.56,15,16,10,17,15,18
10.565,15,16,10,17,16,19
10.57,15,16,10,17,16,17
10.575,15,16,10,17,18,17
10.58,15,16,10,18,18,17
10.585,15,16,10,19,18,15
10.59,15,16,10,18,17,14
10.595,15,16,10,18,17,14
10.6,15,16,9,19,16,15
10.605,15,16,8,19,17,14
10.61,15,16,8,19,16,14
10.615,15,16,7,19,16,13
10.62,15,16,7,19,16,14
10.625,15,16,7,19,17,14
10.63,15,16,7,19,16,13
10.635,15,16,7,21,17,13
10.64,15,15,7,22,17,13
10.645,15,14,7,22,17,13
10.65,15,14,7,23,16,14
10.655,15,14,7,23,16,14
10.66,15,14,7,24,16,14
10.665,15,14,7,26,16,14
10.67,15,14,7,26,18,14
10.675,15,14,7,24,19,14
10.68,15,14,7,23,18,12
10.685,15,14,7,22,17,12
10.69,15,14,6,20,17,12
10.695,15,14,6,19,18,13
10.7,15,14,6,19,18,13
10.705,15,14,6,21,17,13
10.71,15,13,6,21,17,14
10.715,15,13,6,22,17,14
10.72,15,13,6,22,18,14
10.725,15,13,6,22,18,14
10.73,15,12,6,21,17,14
10.735,15,12,6,20,17,14
10.74,15,12,6,21,17,14
10.745,15,12,6,21,17,13
10.75,15,12,6,20,16,13
10.755,15,12,6,20,15,12
10.76,15,12,6,20,14,12
10.765,15,12,6,20,15,12
10.77,15,12,6,20,15,11
10.775,15,12,6,21,14,11
10.78,15,11,6,20,14,11
10.785,15,11,6,18,14,10
10.79,15,11,6,21,12,10
10.795,15,11,6,20,12,10
10.8,15,11,6,23,12,10
10.805,15,11,6,22,11,10
10.81,15,11,5,23,11,10
10.815,15,11,5,23,10,10
10.82,15,11,5,23,9,10
10.825,15,11,5,23,11,10
10.83,15,11,5,24,12,10
10.835,15,11,5,23,12,10
10.84,15,11,5,23,12,10
10.845,15,11,5,22,12,10
10.85,15,10,5,22,12,10
10.855,15,10,5,21,11,9
10.86,15,9,5,20,11,8
10.865,15,9,5,20,11,6
10.87,15,10,5,19,11,6
10.875,15,10,4,18,11,7
10.88,14,10,4,17,11,5
10.885,14,10,4,16,11,5
10.89,14,9,4,14,11,6
10.895,14,9,5,13,11,6
10.9,14,9,5,13,11,7
10.905,14,9,5,13,10,6
10.91,14,9,5,14,10,6
10.915,14,9,6,13,9,6
10.92,14,8,5,13,9,5
10.925,14,8,5,14,8,5
10.93,14,8,5,15,7,5
10.935,14,8,5,15,8,5
10.94,14,9,5,16,9,5
10.945,14,9,5,17,9,5
10.95,14,9,5,16,9,5
10.955,14,9,5,16,9,5
10.96,14,9,6,17,8,5
10.965,14,9,6,17,8,5
10.97,14,9,7,18,8,4
10.975,14,8,7,19,7,4
10.98,14,8,7,19,7,4
10.985,14,8,7,19,6,4
10.99,14,8,7,19,6,4
10.995,14,8,8,19,6,5
11,14,8,9,19,6,6
11.005,13,8,9,19,5,6
11.01,13,8,10,18,4,6
11.015,13,8,10,18,4,6
11.02,13,9,11,18,4,6
11.025,13,10,11,18,4,6
11.03,13,10,11,19,4,6
11.035,13,10,11,18,5,5
11.04,13,11,11,18,5,5
11.045,13,11,12,17,5,5
11.05,13,11,12,16,5,5
11.055,13,11,11,16,5,5
11.06,13,11,12,15,3,5
11.065,13,11,12,16,3,4
11.07,14,11,12,16,4,5
11.075,14,12,12,15,4,5
11.08,14,12,12,14,4,5
11.085,14,12,12,14,5,6
11.09,15,12,12,15,4,5
11.095,15,12,12,15,5,5
11.1,15,12,12,16,5,6
11.105,15,12,12,16,5,7
11.11,15,12,12,15,5,7
11.115,15,12,12,15,4,7
11.12,15,12,12,16,4,7
11.125,15,11,12,15,4,8
11.13,15,12,12,15,4,9
11.135,15,12,12,15,5,9
11.14,15,12,12,15,5,9
11.145,15,13,12,15,6,9
11.15,15,13,12,15,6,9
11.155,15,13,12,15,5,9
11.16,15,13,13,15,5,9
11.165,14,13,13,16,6,10
11.17,14,13,13,17,6,12
11.175,14,13,13,17,6,12
11.18,14,13,13,18,6,12
11.185,13,13,13,18,5,12
11.19,13,12,13,18,5,14
11.195,13,12,13,18,5,12
11.2,13,11,13,18,5,15
11.205,13,11,13,19,5,15
11.21,13,12,13,19,5,15
11.215,13,12,13,20,6,15
11.22,13,12,13,20,6,15
11.225,13,12,13,19,6,18
11.23,13,12,12,19,6,18
11.235,13,11,12,20,6,18
11.24,13,11,12,21,6,18
11.245,13,11,11,21,7,16
11.25,13,11,11,21,7,16
11.255,13,11,11,21,7,16
11.26,13,11,11,21,7,14
11.265,13,11,11,21,8,14
11.27,13,11,11,21,9,15
11.275,13,11,11,20,9,15
11.28,13,10,11,20,9,15
11.285,12,10,11,18,9,13
11.29,12,10,11,18,8,11
11.295,12,10,11,20,8,11
11.3,12,10,12,21,9,11
11.305,12,10,12,21,10,11
11.31,12,10,12,21,10,11
11.315,12,10,12,20,10,11
11.32,12,10,13,19,10,10
11.325,12,10,14,17,10,10
11.33,12,10,14,16,10,7
11.335,12,10,14,16,10,7
11.34,12,10,14,16,10,7
11.345,12,10,14,15,10,7
11.35,12,10,14,15,10,7
11.355,12,10,14,15,10,7
11.36,12,10,14,15,11,8
11.365,12,10,14,15,9,8
11.37,12,10,15,15,8,8
11.375,12,10,15,13,9,9
11.38,12,10,15,12,9,9
11.385,12,10,15,12,9,10
11.39,12,10,15,12,10,11
11.395,12,10,15,12,10,10
11.4,12,10,15,10,11,10
11.405,12,10,15,11,11,10
11.41,12,10,15,11,11,9
11.415,12,10,15,10,11,8
11.42,12,10,15,11,10,9
11.425,12,10,15,11,10,9
11.43,12,10,15,12,9,9
11.435,12,10,15,13,8,9
11.44,12,10,15,13,8,8
11.445,12,10,15,14,8,9
11.45,12,10,15,14,8,10
11.455,12,10,15,15,8,10
11.46,12,10,15,16,8,10
11.465,12,10,15,16,8,10
11.47,12,10,15,16,8,9
11.475,12,10,15,16,8,8
11.48,12,8,16,16,8,8
11.485,12,8,16,16,7,8
11.49,12,9,17,17,7,8
11.495,12,9,17,17,8,9
11.5,12,9,17,15,8,10
11.505,12,9,17,14,9,10
11.51,12,9,16,15,9,11
11.515,12,9,16,16,9,11
11.52,12,9,16,16,10,11
11.525,12,8,16,15,9,11
11.53,12,8,16,15,9,11
11.535,12,8,15,15,8,10
11.54,12,8,16,15,8,12
11.545,12,8,16,15,8,12
11.55,12,8,16,15,8,11
11.555,11,8,16,14,7,11
11.56,11,8,16,14,7,11
11.565,11,8,16,15,8,10
11.57,11,8,16,15,7,9
11.575,11,8,16,14,7,10
11.58,11,8,16,13,7,10
11.585,11,8,16,12,7,10
11.59,10,8,15,12,7,10
11.595,10,8,15,12,7,9
11.6,10,8,15,12,7,9
11.605,10,8,15,12,7,9
11.61,10,8,15,12,7,8
11.615,10,8,15,12,7,8
11.62,10,8,15,12,7,10
11.625,10,8,16,12,7,10
11.63,10,8,16,13,7,10
11.635,10,8,16,13,7,10
11.64,10,8,15,13,6,10
11.645,10,9,15,13,8,10
11.65,10,9,16,13,8,10
11.655,9,9,16,13,8,11
11.66,9,9,16,14,8,11
11.665,9,9,16,13,8,11
11.67,9,9,16,13,8,11
11.675,9,9,16,12,8,11
11.68,9,8,16,12,7,10
11.685,9,8,16,13,7,10
11.69,9,8,16,13,7,9
11.695,9,8,16,13,7,10
11.7,9,8,16,12,7,9
11.705,9,8,16,11,7,9
11.71,9,8,16,12,7,9
11.715,9,9,16,11,7,9
11.72,9,9,16,11,7,9
11.725,9,9,16,11,8,10
11.73,9,10,16,11,8,13
11.735,9,10,16,10,10,12
11.74,9,10,16,10,10,12
11.745,9,10,16,10,11,11
11.75,9,10,16,10,11,12
11.755,9,10,15,10,11,12
11.76,9,10,15,9,11,12
11.765,9,10,15,9,9,12
11.77,9,10,15,10,9,14
11.775,8,10,15,10,7,14
11.78,8,10,15,10,8,14
11.785,9,10,14,10,8,12
11.79,9,10,14,9,7,13
11.795,9,11,14,8,8,13
11.8,9,12,14,8,7,12
11.805,9,12,14,9,7,11
11.81,9,12,14,8,5,11
11.815,9,12,14,7,6,11
11.82,9,12,14,7,7,10
11.825,9,12,14,8,8,10
11.83,9,14,14,8,8,11
11.835,9,14,14,7,8,10
11.84,9,14,14,7,9,9
11.845,9,14,14,7,9,8
11.85,9,13,14,7,9,8
11.855,9,13,14,8,7,8
11.86,9,13,14,8,7,8
11.865,9,13,14,7,7,8
11.87,9,13,14,6,7,8
11.875,9,14,14,6,7,8
11.88,9,15,14,6,9,7
11.885,9,15,14,6,10,7
11.89,9,15,14,6,10,6
11.895,10,15,14,6,10,7
11.9,10,15,14,6,10,6
11.905,10,15,14,7,11,6
11.91,10,15,14,8,12,5
11.915,9,15,15,8,13,6
11.92,9,15,17,8,10,6
11.925,9,15,17,8,10,6
11.93,9,15,17,9,10,7
11.935,8,15,17,8,12,8
11.94,8,15,17,8,12,7
11.945,8,15,16,9,12,7
11.95,8,15,16,9,12,7
11.955,7,15,16,9,12,6
11.96,7,15,16,9,12,7
11.965,7,15,16,9,11,7
11.97,7,16,16,9,11,7
11.975,7,16,16,9,12,7
11.98,7,16,16,9,12,8
11.985,7,16,16,10,12,10
11.99,7,15,16,10,12,11
11.995,7,15,16,11,12,10
12,7,15,16,11,12,10
12.005,7,15,16,10,13,10
12.01,7,15,16,10,14,10
12.015,7,15,16,10,16,10
12.02,6,14,16,9,16,10
12.025,5,14,16,8,15,10
12.03,5,14,16,7,15,10
12.035,5,14,16,7,16,10
12.04,4,14,16,6,14,10
12.045,5,14,16,6,14,10
12.05,5,14,16,6,14,11
12.055,6,14,16,6,14,12
12.06,6,14,16,7,14,12
12.065,6,14,15,7,12,11
12.07,6,14,14,6,12,12
12.075,6,13,14,6,10,12
12.08,7,13,14,6,10,13
12.085,9,13,14,6,10,13
12.09,9,13,14,6,10,14
12.095,9,13,14,5,11,14
12.1,10,14,14,5,11,13
12.105,10,14,14,5,11,13
12.11,10,14,15,7,11,13
12.115,10,14,15,7,12,13
12.12,10,13,15,8,12,13
12.125,10,13,15,7,13,13
12.13,10,13,15,7,12,13
12.135,10,13,15,7,14,13
12.14,11,13,15,7,14,14
12.145,11,13,15,7,14,14
12.15,11,13,15,7,14,14
12.155,11,13,15,7,14,12
12.16,10,13,15,7,14,12
12.165,10,13,15,7,14,12
12.17,11,13,15,8,14,11
12.175,11,13,15,8,13,11
12.18,11,13,15,8,13,12
12.185,11,13,15,8,13,14
12.19,11,13,15,8,12,13
12.195,11,13,15,8,12,13
12.2,11,14,15,8,11,14
12.205,11,15,15,9,12,14
12.21,11,15,15,9,12,14
12.215,11,15,15,9,12,14
12.22,11,15,15,9,12,13
12.225,11,15,14,9,13,14
12.23,11,15,14,8,13,15
12.235,11,15,14,8,14,16
12.24,11,15,14,8,14,15
12.245,11,16,14,8,14,15
12.25,11,16,14,8,12,16
12.255,11,15,13,11,12,17
12.26,11,15,13,12,11,17
12.265,11,15,13,14,11,18
12.27,11,15,13,13,10,17
12.275,11,15,13,14,10,17
12.28,11,15,13,13,11,17
12.285,11,15,13,13,11,16
12.29,11,15,13,13,10,17
12.295,12,15,13,14,10,17
12.3,11,15,13,14,10,17
12.305,11,15,13,15,10,16
12.31,12,15,13,15,11,16
12.315,12,16,12,15,11,17
12.32,11,16,12,15,13,18
12.325,11,15,12,15,12,18
12.33,11,14,11,14,13,17
12.335,11,13,11,15,14,16
12.34,11,13,11,15,14,16
12.345,11,12,11,15,13,16
12.35,11,12,12,14,13,15
12.355,11,12,12,14,14,15
12.36,11,12,12,14,14,15
12.365,11,12,13,14,14,15
12.37,11,12,13,13,15,14
12.375,12,12,13,15,16,14
12.38,12,12,13,15,13,14
12.385,12,12,13,15,13,15
12.39,12,12,13,15,12,14
12.395,12,12,13,15,12,14
12.4,12,13,14,15,12,15
12.405,12,13,13,15,12,16
12.41,12,12,13,16,12,15
12.415,12,12,13,17,12,15
12.42,12,12,13,15,14,15
12.425,12,12,13,14,14,15
12.43,12,12,12,13,15,16
12.435,12,12,12,13,15,16
12.44,12,12,12,12,15,16
12.445,12,12,12,12,15,16
12.45,12,12,12,12,15,16
12.455,12,12,12,13,16,17
12.46,12,12,12,14,15,15
12.465,12,12,12,14,14,15
12.47,12,12,12,14,14,16
12.475,12,12,12,15,13,16
12.48,12,12,12,15,13,16
12.485,12,12,12,15,14,17
12.49,11,12,12,13,13,17
12.495,11,12,12,13,12,17
12.5,11,12,12,13,12,19
12.505,11,12,12,11,12,18
12.51,11,12,12,11,12,18
12.515,11,11,12,11,12,18
12.52,11,11,11,11,12,17
12.525,11,11,11,11,12,17
12.53,11,11,11,11,11,17
12.535,11,11,11,11,10,17
12.54,11,11,11,11,10,17
12.545,11,11,11,11,9,18
12.55,11,11,11,11,10,20
12.555,11,11,11,13,10,21
12.56,11,11,11,13,10,21
12.565,11,12,11,13,10,22
12.57,11,12,11,14,11,21
12.575,11,12,11,14,11,20
12.58,11,12,11,14,12,20
12.585,11,12,11,14,12,20
12.59,12,12,11,14,12,18
12.595,12,12,11,13,12,20
12.6,12,12,11,13,11,21
12.605,12,12,11,14,11,21
12.61,12,12,11,14,12,22
12.615,12,12,11,14,10,23
12.62,12,11,11,14,10,23
12.625,12,11,11,14,10,23
12.63,11,11,11,14,10,23
12.635,11,11,11,15,9,23
12.64,11,11,11,16,9,22
12.645,11,11,11,16,9,23
12.65,11,11,11,16,9,22
12.655,11,11,11,16,10,20
12.66,10,11,11,16,10,20
12.665,10,11,11,16,10,19
12.67,11,11,11,16,10,19
12.675,11,11,11,15,10,18
12.68,11,10,11,15,10,19
12.685,11,10,11,15,9,19
12.69,11,10,11,14,9,17
12.695,10,10,11,14,8,18
12.7,10,10,11,14,8,17
12.705,10,10,11,14,7,17
12.71,9,10,11,16,7,16
12.715,9,10,11,16,6,14
12.72,9,10,11,15,6,13
12.725,9,10,11,15,6,13
12.73,9,10,11,15,6,13
12.735,9,10,12,15,5,12
12.74,9,10,12,14,5,12
12.745,9,10,12,14,5,12
12.75,9,10,12,14,5,12
12.755,9,10,12,14,4,13
12.76,9,10,12,14,3,13
12.765,9,10,12,14,3,13
12.77,9,12,12,14,3,13
12.775,9,12,11,15,3,13
12.78,9,13,11,15,3,13
12.785,9,14,11,15,4,13
12.79,9,15,12,15,5,13
12.795,9,15,12,15,6,12
12.8,9,15,12,14,6,12
12.805,9,15,12,14,6,12
12.81,9,15,12,14,6,11
12.815,9,15,12,14,6,10
12.82,9,15,12,14,6,10
12.825,9,16,12,14,6,9
12.83,9,15,12,14,6,9
12.835,9,15,12,14,6,9
12.84,9,15,12,14,6,10
12.845,9,15,11,13,6,10
12.85,9,15,11,13,7,11
12.855,9,15,11,12,8,11
12.86,9,14,11,12,7,11
12.865,9,14,11,13,6,11
12.87,9,14,11,13,6,12
12.875,8,14,11,12,8,12
12.88,8,14,11,12,8,12
12.885,8,14,12,12,8,12
12.89,8,14,12,12,7,12
12.895,8,14,12,12,6,12
12.9,8,14,12,13,6,13
12.905,8,13,12,14,6,13
12.91,8,13,12,14,6,12
12.915,8,13,12,13,7,13
12.92,8,13,11,13,8,13
12.925,8,13,11,13,10,13
12.93,8,13,11,14,11,12
12.935,8,13,11,14,11,12
12.94,8,14,11,14,11,13
12.945,7,14,11,14,11,12
12.95,7,14,11,13,11,11
12.955,7,14,11,12,11,11
12.96,7,14,11,12,10,11
12.965,7,13,11,12,11,12
12.97,7,13,10,12,11,12
12.975,8,13,10,13,11,12
12.98,8,13,10,13,11,10
12.985,8,13,10,12,11,10
12.99,7,13,10,12,13,10
12.995,7,13,10,12,13,12
13,7,13,10,12,13,11
13.005,7,13,10,12,12,11
13.01,7,12,10,12,14,11
13.015,7,12,10,12,13,11
13.02,7,12,10,11,13,11
13.025,7,12,10,11,13,11
13.03,7,12,10,11,13,13
13.035,7,12,10,11,13,13
13.04,7,12,10,11,13,13
13.045,7,12,10,10,13,14
13.05,7,12,10,11,13,14
13.055,7,12,10,11,15,13
13.06,7,12,10,11,14,13
13.065,7,11,10,11,14,13
13.07,7,11,10,11,14,13
13.075,7,11,10,11,15,13
13.08,8,11,10,10,16,12
13.085,8,11,10,11,17,11
13.09,8,11,10,10,18,11
13.095,8,11,10,9,19,11
13.1,8,11,10,9,18,11
13.105,8,11,10,9,18,11
13.11,8,11,10,10,18,11
13.115,8,11,10,11,18,10
13.12,8,11,10,13,19,10
13.125,8,11,10,15,18,9
13.13,8,11,10,14,19,9
13.135,8,11,10,14,19,7
13.14,8,11,10,15,19,7
13.145,8,10,10,14,19,7
13.15,9,10,9,14,18,6
13.155,9,10,9,13,18,7
13.16,9,10,9,13,18,7
13.165,9,10,9,13,18,7
13.17,9,10,9,12,17,7
13.175,9,10,9,13,17,7
13.18,9,10,9,13,16,7
13.185,9,10,9,13,14,7
13.19,9,10,10,13,14,8
13.195,9,9,10,13,15,8
13.2,9,8,10,12,14,8
13.205,9,8,10,12,14,8
13.21,9,8,10,12,13,9
13.215,9,8,9,10,12,9
13.22,9,8,9,9,12,9
13.225,9,8,9,9,12,9
13.23,9,8,9,8,12,9
13.235,9,8,9,7,13,10
13.24,9,8,9,7,13,9
13.245,9,8,9,7,13,9
13.25,9,8,9,7,14,9
13.255,10,8,9,7,14,9
13.26,9,8,8,8,14,9
13.265,9,8,8,8,15,9
13.27,8,8,8,10,15,11
13.275,8,8,8,9,15,11
13.28,8,8,7,9,15,10
13.285,8,8,7,9,14,12
13.29,8,8,7,9,14,11
13.295,8,8,7,9,14,11
13.3,8,8,7,9,13,10
13.305,8,8,7,9,12,10
13.31,8,8,7,7,12,9
13.315,8,8,8,6,12,8
13.32,7,8,8,6,11,8
13.325,7,8,8,6,11,8
13.33,7,8,8,6,11,7
13.335,7,8,8,6,11,7
13.34,6,8,8,7,11,7
13.345,6,8,8,7,10,7
13.35,6,8,8,7,10,7
13.355,6,8,8,7,10,7
13.36,6,8,8,7,10,7
13.365,6,8,8,7,10,7
13.37,6,8,8,7,10,8
13.375,6,8,8,8,9,8
13.38,7,8,8,7,9,8
13.385,7,8,8,7,9,8
13.39,7,8,8,7,9,8
13.395,7,7,9,6,9,8
13.4,7,7,9,6,9,8
13.405,8,7,9,5,9,8
13.41,8,7,9,5,9,8
13.415,8,7,9,5,9,9
13.42,8,7,9,5,9,8
13.425,8,7,9,5,9,8
13.43,8,7,9,5,9,8
13.435,8,7,9,5,9,8
13.44,8,7,9,5,9,8
13.445,8,7,9,5,9,8
13.45,9,7,9,4,9,8
13.455,9,7,9,4,9,11
13.46,9,7,9,4,8,12
13.465,10,7,9,4,8,12
13.47,10,7,9,5,8,12
13.475,10,7,9,5,8,12
13.48,10,7,9,5,7,12
13.485,10,7,9,6,7,12
13.49,10,7,9,5,7,12
13.495,10,7,9,4,7,12
13.5,10,7,9,3,7,13
13.505,10,6,9,4,6,12
13.51,10,6,9,4,7,12
13.515,11,6,9,5,6,11
13.52,11,6,8,5,5,9
13.525,11,6,8,5,5,9
13.53,11,6,8,4,5,9
13.535,11,6,8,4,2,9
13.54,12,6,8,4,3,9
13.545,12,6,8,4,3,9
13.55,12,7,8,4,3,8
13.555,12,8,8,4,3,8
13.56,12,9,8,4,3,7
13.565,12,9,8,4,4,7
13.57,11,11,8,4,4,7
13.575,11,11,8,4,4,5
13.58,11,12,9,4,4,5
13.585,12,12,8,4,4,5
13.59,12,13,8,4,5,6
13.595,12,13,8,4,5,6
13.6,13,13,9,5,6,6
13.605,14,13,9,5,6,6
13.61,14,14,9,5,6,6
13.615,14,14,9,5,6,6
13.62,14,14,9,5,6,6
13.625,15,14,9,5,7,5
13.63,15,14,9,3,8,5
13.635,17,14,11,4,7,5
13.64,17,14,11,4,7,5
13.645,18,14,12,4,7,5
13.65,18,14,12,4,7,4
13.655,18,14,12,5,7,3
13.66,18,14,12,6,7,3
13.665,19,14,14,7,8,3
13.67,19,14,15,9,7,4
13.675,19,14,15,10,9,4
13.68,19,14,15,11,9,5
13.685,19,14,15,11,9,5
13.69,19,14,14,10,9,5
13.695,19,14,14,11,8,5
13.7,19,15,14,11,8,5
13.705,19,15,15,11,8,5
13.71,19,15,15,11,8,5
13.715,19,15,16,10,8,6
13.72,19,15,16,12,8,6
13.725,19,15,15,12,6,6
13.73,19,15,15,12,7,6
13.735,19,15,15,11,7,5
13.74,19,15,15,11,7,5
13.745,19,14,15,11,8,5
13.75,19,14,15,11,8,5
13.755,19,14,14,10,7,6
13.76,19,14,14,9,7,5
13.765,19,14,14,10,8,6
13.77,19,14,14,10,8,6
13.775,18,14,14,10,8,7
13.78,18,14,14,10,8,7
13.785,19,14,14,9,7,7
13.79,19,14,14,9,7,7
13.795,19,13,14,8,7,6
13.8,18,13,14,8,7,6
13.805,18,14,14,8,7,8
13.81,18,14,14,9,7,7
13.815,18,14,14,9,7,7
13.82,18,15,14,9,7,7
13.825,18,15,14,9,7,7
13.83,18,15,14,9,7,8
13.835,18,16,14,9,8,10
13.84,18,16,13,9,8,10
13.845,18,16,13,9,9,9
13.85,18,16,12,8,10,9
13.855,18,15,12,9,11,10
13.86,18,15,12,9,11,10
13.865,18,16,11,9,10,12
13.87,17,16,11,10,10,10
13.875,16,16,11,11,10,11
13.88,16,16,11,11,10,11
13.885,16,16,11,10,12,10
13.89,16,16,11,12,12,10
13.895,16,16,11,11,15,10
13.9,16,16,11,11,15,10
13.905,16,16,11,11,16,10
13.91,15,16,11,11,16,11
13.915,15,16,11,11,18,9
13.92,15,16,11,11,18,8
13.925,15,16,11,11,17,8
13.93,15,16,11,11,17,10
13.935,15,16,11,12,18,10
13.94,15,16,11,12,18,10
13.945,15,16,11,11,19,10
13.95,16,16,11,11,19,10
13.955,16,16,11,11,19,10
13.96,16,16,11,10,19,10
13.965,16,16,11,10,18,9
13.97,16,16,11,10,18,9
13.975,16,16,12,10,18,9
13.98,16,16,12,10,19,10
13.985,16,16,12,10,21,10
13.99,16,16,12,11,22,10
13.995,17,16,12,11,22,10
14,17,16,12,12,21,9
14.005,17,16,12,13,20,10
14.01,17,16,12,14,20,10
14.015,17,16,12,15,18,10
14.02,17,14,12,14,19,10
14.025,17,14,12,14,18,11
14.03,17,14,12,15,18,9
14.035,17,14,12,15,18,9
14.04,17,14,12,16,18,9
14.045,17,14,12,16,19,9
14.05,17,14,12,17,17,10
14.055,17,14,12,19,16,10
14.06,17,14,12,16,16,10
14.065,16,14,12,16,16,9
14.07,16,14,12,17,16,9
14.075,16,14,12,17,16,9
14.08,16,14,12,17,16,10
14.085,16,14,12,17,14,11
14.09,16,14,12,18,14,11
14.095,16,14,12,18,14,11
14.1,16,14,12,18,15,11
14.105,16,14,12,18,16,11
14.11,16,14,12,17,16,12
14.115,16,14,12,17,15,12
14.12,16,14,12,17,16,10
14.125,16,14,12,16,16,9
14.13,16,14,12,16,16,8
14.135,16,14,12,16,16,8
14.14,16,14,12,15,15,7
14.145,16,14,12,14,15,7
14.15,16,14,12,14,15,7
14.155,16,13,12,14,14,8
14.16,16,13,12,14,15,8
14.165,16,13,12,14,16,7
14.17,16,13,12,14,16,9
14.175,16,13,12,14,16,9
14.18,16,13,12,14,16,9
14.185,16,13,12,15,16,9
14.19,16,13,12,16,17,9
14.195,16,13,12,18,18,10
14.2,16,13,12,18,18,10
14.205,16,13,12,17,19,10
14.21,15,13,12,17,18,10
14.215,15,13,12,16,18,10
14.22,15,13,12,16,19,10
14.225,15,13,12,15,20,11
14.23,15,13,12,17,20,10
14.235,15,13,12,17,19,9
14.24,15,13,12,19,21,9
14.245,15,13,12,19,21,9
14.25,15,13,12,19,21,10
14.255,15,13,12,19,21,10
14.26,15,13,12,20,22,12
14.265,15,13,12,19,22,12
14.27,15,13,12,20,22,12
14.275,15,13,12,20,22,11
14.28,15,13,12,20,22,10
14.285,15,13,12,21,21,11
14.29,15,13,12,20,21,10
14.295,15,13,12,21,21,9
14.3,15,13,12,20,22,9
14.305,15,13,10,20,22,9
14.31,15,13,10,20,24,9
14.315,15,13,10,21,23,9
14.32,15,13,10,21,23,9
14.325,15,13,11,21,25,9
14.33,15,13,11,21,25,9
14.335,15,13,10,21,26,8
14.34,15,13,11,21,26,9
14.345,15,13,11,21,26,8
14.35,15,13,11,21,26,8
14.355,15,13,11,22,27,8
14.36,15,13,11,20,27,8
14.365,16,13,11,20,27,8
14.37,16,13,11,20,27,8
14.375,16,13,11,19,26,9
14.38,16,13,11,19,26,9
14.385,16,13,11,20,26,9
14.39,16,13,11,20,26,9
14.395,16,13,11,19,25,9
14.4,16,13,11,18,26,11
14.405,16,13,11,17,26,10
14.41,16,13,11,18,26,10
14.415,16,14,11,17,25,8
14.42,16,14,11,17,25,7
14.425,16,14,11,17,25,8
14.43,16,14,11,17,26,9
14.435,16,14,11,17,24,10
14.44,16,14,11,17,24,10
14.445,16,12,11,17,23,9
14.45,16,12,11,16,23,10
14.455,16,12,11,16,23,11
14.46,16,12,11,16,22,11
14.465,16,12,11,14,22,11
14.47,16,12,10,14,21,11
14.475,16,12,10,13,20,11
14.48,16,12,10,12,20,11
14.485,16,12,10,11,21,11
14.49,15,12,10,11,21,11
14.495,15,12,10,11,21,11
14.5,15,12,10,11,21,12
14.505,15,12,10,11,21,12
14.51,15,12,10,10,20,12
14.515,15,12,11,9,19,13
14.52,15,12,11,10,19,13
14.525,15,12,11,10,19,12
14.53,15,12,11,10,19,12
14.535,15,12,11,10,20,13
14.54,15,12,12,11,20,13
14.545,15,12,12,11,18,13
14.55,15,12,12,11,18,13
14.555,15,12,12,10,18,12
14.56,15,12,12,10,17,13
14.565,15,12,12,10,17,13
14.57,15,12,12,10,17,14
14.575,15,12,12,11,18,12
14.58,15,12,12,10,18,12
14.585,15,12,12,10,17,11
14.59,15,12,12,10,16,11
14.595,15,11,12,10,15,11
14.6,15,11,12,10,15,12
14.605,15,11,12,10,14,12
14.61,15,11,12,11,14,11
14.615,15,11,11,11,14,11
14.62,15,11,11,12,14,11
14.625,15,11,11,13,14,10
14.63,15,11,11,13,14,10
14.635,15,11,12,12,14,10
14.64,15,11,12,12,14,10
14.645,15,11,12,12,14,9
14.65,15,11,12,11,14,10
14.655,15,11,12,11,14,9
14.66,15,11,12,11,14,9
14.665,15,11,11,11,14,9
14.67,15,10,11,10,13,9
14.675,15,10,10,10,13,9
14.68,15,10,10,10,14,9
14.685,15,10,10,12,14,9
14.69,15,10,10,13,15,9
14.695,15,10,10,13,14,9
14.7,15,10,10,13,14,9
14.705,15,10,10,13,14,9
14.71,15,10,10,14,14,9
14.715,15,10,10,14,14,9
14.72,15,11,10,14,14,9
14.725,15,11,10,14,13,9
14.73,15,11,12,15,13,9
14.735,15,11,12,15,13,9
14.74,15,11,12,15,12,9
14.745,15,11,12,16,12,9
14.75,15,11,12,17,12,9
14.755,15,10,12,18,12,10
14.76,15,10,12,20,12,9
14.765,15,10,11,20,11,11
14.77,15,10,11,20,10,12
14.775,15,10,11,20,10,12
14.78,15,10,11,20,10,11
14.785,15,10,11,20,10,11
14.79,15,10,11,20,11,11
14.795,15,10,10,20,12,10
14.8,15,10,10,19,12,11
14.805,15,10,10,19,12,11
14.81,15,10,10,19,12,11
14.815,15,10,10,19,12,11
14.82,15,10,10,19,12,11
14.825,15,10,10,19,13,11
14.83,15,10,10,20,13,10
14.835,15,10,10,20,13,9
14.84,15,10,10,19,12,9
14.845,15,9,10,19,13,9
14.85,15,9,10,20,12,10
14.855,15,9,10,20,12,10
14.86,15,9,10,19,12,9
14.865,15,9,10,19,12,9
14.87,15,9,10,20,12,9
14.875,15,9,10,22,12,9
14.88,15,9,10,21,11,10
14.885,15,9,10,21,11,11
14.89,15,9,10,20,11,11
14.895,15,9,10,20,12,10
