time,m1,m2,m3,p1,p2,p3
37.09,14,20,17,12,14,9
37.095,14,20,17,14,13,9
37.1,14,20,17,14,14,8
37.105,14,20,17,14,14,8
37.11,14,20,17,14,14,8
37.115,14,20,17,15,14,9
37.12,14,20,17,15,15,9
37.125,14,20,17,17,15,7
37.13,13,20,17,16,16,7
37.135,13,20,17,16,15,7
37.14,13,20,17,17,15,7
37.145,13,20,17,17,14,7
37.15,13,20,17,17,14,7
37.155,13,19,17,16,14,7
37.16,13,18,17,16,14,8
37.165,13,18,17,16,13,8
37.17,13,18,17,17,12,8
37.175,12,18,17,17,12,8
37.18,12,18,16,19,13,8
37.185,12,18,16,19,13,8
37.19,12,18,16,20,12,8
37.195,12,18,16,20,12,9
37.2,12,18,16,20,12,9
37.205,12,18,16,20,12,9
37.21,12,18,16,20,10,11
37.215,12,18,16,20,10,11
37.22,12,18,15,19,10,11
37.225,12,18,15,19,11,11
37.23,12,18,14,21,11,11
37.235,12,18,14,20,11,11
37.24,12,18,13,20,11,11
37.245,12,18,12,20,12,11
37.25,12,18,11,20,12,10
37.255,12,18,11,21,12,11
37.26,12,18,11,20,12,12
37.265,12,18,11,19,11,13
37.27,12,18,11,19,12,12
37.275,12,18,11,19,13,11
37.28,12,19,11,19,13,11
37.285,12,19,10,19,13,11
37.29,12,19,10,20,13,11
37.295,12,19,10,21,14,11
37.3,12,18,10,21,14,11
37.305,12,18,11,21,14,11
37.31,12,18,11,19,13,11
37.315,12,18,11,19,14,11
37.32,12,18,11,18,15,10
37.325,11,18,11,17,15,10
37.33,11,18,11,17,15,10
37.335,11,18,11,17,15,10
37.34,11,18,11,17,14,9
37.345,10,17,11,17,13,8
37.35,9,17,11,15,12,8
37.355,9,17,11,15,12,8
37.36,9,17,11,15,12,8
37.365,9,17,11,15,10,7
37.37,9,17,11,15,10,7
37.375,9,17,11,15,9,7
37.38,9,17,11,15,9,7
37.385,9,17,11,15,10,7
37.39,9,17,11,15,9,7
37.395,8,16,12,15,10,7
37.4,8,16,13,15,11,7
37.405,8,16,13,15,9,7
37.41,8,15,13,14,9,8
37.415,8,15,13,14,9,8
37.42,8,15,13,13,9,9
37.425,7,15,13,12,9,8
37.43,7,15,14,12,9,8
37.435,7,15,14,12,10,9
37.44,7,15,14,12,11,9
37.445,7,15,14,11,11,9
37.45,7,15,14,11,11,9
37.455,7,15,14,11,12,8
37.46,7,15,14,12,14,8
37.465,7,15,15,11,14,8
37.47,7,15,15,11,14,8
37.475,7,15,14,11,14,8
37.48,7,15,14,11,14,9
37.485,7,14,14,11,13,9
37.49,7,14,14,11,13,10
37.495,8,14,14,11,13,9
37.5,8,15,14,11,13,10
37.505,8,15,14,11,13,10
37.51,8,15,14,11,15,10
37.515,8,15,14,9,15,10
37.52,8,16,14,9,16,10
37.525,8,16,14,8,16,10
37.53,8,16,14,8,16,11
37.535,8,16,14,8,16,12
37.54,8,16,14,8,16,13
37.545,8,16,14,8,17,13
37.55,8,17,14,8,16,13
37.555,8,17,14,7,17,15
37.56,8,17,14,7,18,14
37.565,8,17,14,7,19,15
37.57,8,17,14,7,19,15
37.575,8,17,14,7,18,16
37.58,8,17,14,7,19,15
37.585,8,17,14,7,17,14
37.59,8,17,14,7,17,13
37.595,8,17,14,6,17,13
37.6,9,17,14,5,17,11
37.605,8,17,13,5,17,11
37.61,8,17,13,5,17,11
37.615,8,17,14,4,17,11
37.62,8,17,14,5,18,11
37.625,8,17,14,5,16,11
37.63,8,17,14,5,17,12
37.635,8,17,14,5,16,12
37.64,8,17,14,5,16,11
37.645,8,17,14,5,15,12
37.65,8,17,14,4,15,12
37.655,8,17,14,4,14,11
37.66,9,17,14,4,13,11
37.665,10,17,14,5,11,12
37.67,10,16,14,6,12,11
37.675,7,16,14,5,12,11
37.68,7,16,14,5,12,11
37.685,7,16,14,5,13,11
37.69,7,16,14,5,11,11
37.695,7,16,14,4,11,11
37.7,7,16,14,4,10,11
37.705,9,16,14,5,13,12
37.71,9,16,14,6,13,11
37.715,9,17,14,6,13,10
37.72,9,17,14,6,14,10
37.725,9,17,14,6,15,10
37.73,9,17,14,6,15,10
37.735,9,17,14,6,15,10
37.74,9,17,15,4,15,10
37.745,9,17,14,4,15,10
37.75,9,17,14,4,14,10
37.755,10,17,14,4,15,11
37.76,10,17,15,3,15,10
37.765,10,17,16,4,15,10
37.77,10,17,16,3,16,11
37.775,12,17,16,2,16,11
37.78,14,17,16,2,15,13
37.785,15,17,16,3,15,14
37.79,15,17,16,3,16,14
37.795,16,17,16,6,16,16
37.8,16,17,16,7,16,16
37.805,16,17,16,7,15,16
37.81,17,17,16,8,15,15
37.815,17,17,16,9,15,15
37.82,17,17,16,9,16,17
37.825,17,17,16,10,17,16
37.83,17,17,16,10,18,16
37.835,17,17,16,9,17,16
37.84,17,17,16,9,17,17
37.845,17,17,16,9,17,17
37.85,17,18,16,10,17,17
37.855,17,17,16,10,18,17
37.86,17,17,16,9,16,18
37.865,17,17,16,10,16,18
37.87,17,17,16,10,17,16
37.875,17,17,16,9,17,16
37.88,17,17,16,10,16,17
37.885,17,17,16,10,16,18
37.89,17,17,15,12,14,18
37.895,17,17,15,13,14,19
37.9,17,16,15,13,14,19
37.905,16,16,15,11,14,19
37.91,16,16,14,12,13,16
37.915,16,16,14,13,13,15
37.92,16,16,14,13,13,15
37.925,16,16,14,13,13,15
37.93,15,16,14,13,13,14
37.935,15,16,14,13,13,14
37.94,15,16,14,13,14,14
37.945,15,16,14,12,15,14
37.95,15,16,14,12,14,14
37.955,15,16,14,12,15,15
37.96,15,16,12,12,15,14
37.965,15,16,12,12,13,13
37.97,14,16,12,12,14,11
37.975,14,16,11,13,13,10
37.98,13,16,11,11,12,10
37.985,13,15,11,11,12,10
37.99,13,15,11,12,12,10
37.995,13,15,11,11,12,10
38,13,15,11,11,12,10
38.005,13,15,11,12,12,9
38.01,12,15,11,12,12,9
38.015,12,15,11,12,12,10
38.02,11,15,11,12,12,11
38.025,11,15,11,12,12,11
38.03,11,15,11,12,12,10
38.035,11,15,11,12,12,9
38.04,11,15,11,11,13,10
38.045,11,15,11,12,12,10
38.05,11,15,11,12,13,11
38.055,12,15,10,12,13,12
38.06,12,15,10,10,14,11
38.065,12,15,10,10,14,11
38.07,12,15,10,10,14,12
38.075,12,15,9,9,14,12
38.08,12,15,9,10,16,10
38.085,12,15,9,10,16,11
38.09,12,15,9,10,17,12
38.095,12,15,9,10,17,11
38.1,12,15,9,10,17,11
38.105,12,15,9,9,17,11
38.11,12,15,9,10,17,10
38.115,12,15,9,11,17,10
38.12,12,15,9,11,17,10
38.125,12,15,9,12,17,10
38.13,12,15,9,14,17,10
38.135,12,15,9,15,17,10
38.14,12,15,10,15,18,9
38.145,12,14,10,15,17,8
38.15,12,14,10,14,17,8
38.155,12,13,10,14,17,8
38.16,11,13,10,12,17,9
38.165,11,13,10,12,15,10
38.17,10,13,9,12,14,9
38.175,10,13,9,12,13,9
38.18,10,13,9,13,13,9
38.185,10,13,9,12,11,10
38.19,10,13,9,12,11,10
38.195,10,13,9,12,11,8
38.2,10,13,9,11,10,8
38.205,10,13,9,12,10,8
38.21,10,13,9,12,10,8
38.215,10,13,9,12,10,8
38.22,10,13,9,12,10,8
38.225,10,13,9,10,11,8
38.23,10,13,9,9,11,8
38.235,10,13,9,9,12,8
38.24,10,13,9,9,12,8
38.245,10,13,9,9,11,8
38.25,10,14,8,8,12,8
38.255,10,14,8,9,11,8
38.26,10,14,8,7,10,7
38.265,10,14,8,7,10,6
38.27,10,14,7,7,9,6
38.275,10,14,7,6,9,5
38.28,10,14,8,6,9,5
38.285,10,14,8,7,9,5
38.29,10,14,8,8,11,5
38.295,10,13,8,8,11,5
38.3,10,13,8,7,11,4
38.305,10,13,8,7,10,4
38.31,11,14,8,7,10,4
38.315,11,14,8,7,10,4
38.32,11,14,8,7,10,4
38.325,11,14,8,7,10,4
38.33,11,15,8,9,11,4
38.335,11,15,9,8,10,4
38.34,11,15,9,8,11,4
38.345,11,15,10,7,12,5
38.35,11,16,10,7,12,6
38.355,11,16,10,7,13,6
38.36,11,16,10,8,12,6
38.365,11,16,10,9,12,6
38.37,11,16,11,9,13,7
38.375,11,16,11,9,12,7
38.38,11,16,11,10,11,7
38.385,11,16,11,10,12,7
38.39,11,16,11,10,13,8
38.395,11,16,11,10,13,7
38.4,11,16,11,10,13,7
38.405,10,16,11,11,13,9
38.41,10,16,11,11,14,8
38.415,9,16,11,12,13,8
38.42,9,16,11,12,13,8
38.425,9,16,11,12,15,9
38.43,9,16,11,12,15,9
38.435,9,16,11,11,15,9
38.44,9,16,11,11,15,10
38.445,8,16,11,11,15,10
38.45,8,16,11,10,14,11
38.455,9,16,11,9,14,11
38.46,10,16,11,9,15,11
38.465,10,16,11,10,15,10
38.47,10,16,11,10,14,11
38.475,10,16,11,11,13,12
38.48,10,16,11,11,13,13
38.485,10,16,11,11,14,15
38.49,10,16,11,11,14,16
38.495,10,15,11,11,16,16
38.5,10,15,11,12,16,16
38.505,10,15,10,12,16,16
38.51,10,15,10,12,16,16
38.515,10,15,10,11,15,16
38.52,10,15,10,11,15,15
38.525,10,15,10,11,18,15
38.53,10,15,10,11,20,14
38.535,10,15,10,11,20,14
38.54,10,15,10,12,20,15
38.545,10,15,10,12,20,15
38.55,10,15,10,11,19,15
38.555,11,15,10,11,17,15
38.56,11,15,10,11,17,15
38.565,11,15,10,11,18,16
38.57,11,15,10,11,18,16
38.575,11,15,10,11,18,16
38.58,11,15,10,12,19,15
38.585,11,15,9,13,19,16
38.59,11,15,9,13,20,17
38.595,11,15,9,12,20,18
38.6,11,15,9,12,20,18
38.605,11,15,9,11,19,17
38.61,10,15,9,11,19,16
38.615,10,15,9,12,20,15
38.62,10,15,9,12,20,15
38.625,10,15,9,12,18,15
38.63,10,15,9,12,20,14
38.635,10,15,9,13,19,14
38.64,10,15,9,13,19,14
38.645,10,15,9,14,19,13
38.65,10,15,9,15,19,11
38.655,10,15,9,15,19,12
38.66,10,15,9,15,18,12
38.665,10,15,9,15,18,11
38.67,10,15,9,15,17,11
38.675,10,15,9,16,17,11
38.68,10,15,9,15,18,11
38.685,10,15,9,15,17,12
38.69,10,15,9,15,17,12
38.695,10,15,9,16,17,12
38.7,10,15,9,18,18,12
38.705,10,15,9,19,18,12
38.71,11,15,9,19,17,12
38.715,10,15,9,18,17,10
38.72,10,15,9,17,18,10
38.725,10,15,9,17,19,10
38.73,10,15,9,17,19,10
38.735,10,15,9,17,19,10
38.74,10,15,9,16,19,9
38.745,10,15,9,16,20,9
38.75,10,15,9,16,19,9
38.755,10,15,9,17,18,10
38.76,10,15,9,17,17,10
38.765,10,15,9,17,17,10
38.77,10,15,9,17,17,10
38.775,10,15,9,17,17,10
38.78,10,15,9,17,15,10
38.785,10,15,9,15,16,10
38.79,10,15,9,15,17,10
38.795,10,15,9,14,17,9
38.8,10,15,9,14,17,9
38.805,10,14,9,15,18,9
38.81,10,14,9,14,17,9
38.815,10,14,9,13,17,8
38.82,10,14,9,13,17,9
38.825,10,14,9,13,17,9
38.83,10,14,9,12,17,9
38.835,10,14,9,12,17,9
38.84,10,14,9,12,18,9
38.845,10,14,9,12,18,11
38.85,11,14,9,13,17,11
38.855,11,14,9,12,17,11
38.86,11,14,9,10,17,11
38.865,10,14,9,10,17,11
38.87,10,14,9,10,17,10
38.875,11,14,9,10,17,10
38.88,11,14,9,10,16,10
38.885,11,14,9,10,15,9
38.89,11,14,9,9,16,9
38.895,11,13,9,9,14,9
38.9,11,13,9,10,15,9
38.905,11,13,9,11,15,9
38.91,11,13,9,11,15,8
38.915,11,13,9,11,15,8
38.92,11,13,9,10,14,9
38.925,11,13,9,9,15,9
38.93,11,13,9,9,15,9
38.935,11,13,9,9,15,9
38.94,11,13,9,9,14,9
38.945,11,13,9,9,14,7
38.95,11,13,9,9,14,6
38.955,11,13,9,9,15,8
38.96,11,13,9,9,13,9
38.965,11,13,9,9,13,8
38.97,11,13,10,9,12,8
38.975,11,13,10,8,12,8
38.98,11,13,10,8,12,9
38.985,11,13,10,8,12,8
38.99,12,13,10,8,12,7
38.995,12,13,11,9,12,8
39,12,13,11,9,12,9
39.005,12,13,12,8,12,9
39.01,12,13,12,8,12,9
39.015,12,13,12,10,11,10
39.02,12,13,12,10,11,11
39.025,12,13,12,10,11,11
39.03,13,13,11,11,11,11
39.035,13,14,11,12,11,11
39.04,13,13,11,12,11,11
39.045,13,13,11,13,11,11
39.05,13,13,11,12,12,12
39.055,13,13,11,13,13,12
39.06,13,13,11,13,13,10
39.065,13,13,11,13,13,10
39.07,13,13,11,13,13,9
39.075,13,13,11,14,13,9
39.08,13,13,11,14,13,8
39.085,14,13,11,14,14,8
39.09,14,13,11,15,15,8
39.095,14,13,11,15,15,9
39.1,14,13,11,15,17,9
39.105,14,13,11,14,17,8
39.11,14,13,11,15,14,10
39.115,14,13,11,15,14,9
39.12,14,13,11,16,14,9
39.125,14,13,11,16,15,11
39.13,14,13,12,14,15,13
39.135,14,13,12,13,17,13
39.14,14,13,12,13,17,11
39.145,14,13,12,12,18,10
39.15,14,13,12,12,18,10
39.155,14,13,11,11,18,9
39.16,14,13,11,11,17,9
39.165,14,13,11,13,18,10
39.17,14,13,12,12,18,9
39.175,14,13,12,12,18,8
39.18,14,13,12,12,18,9
39.185,14,13,12,12,17,9
39.19,14,13,12,12,17,9
39.195,14,13,12,12,16,9
39.2,14,13,12,12,16,9
39.205,14,13,12,13,16,9
39.21,13,13,12,12,16,9
39.215,13,13,12,12,17,9
39.22,13,13,12,13,17,9
39.225,13,13,12,13,17,9
39.23,13,13,12,14,18,9
39.235,13,13,12,13,18,10
39.24,13,13,12,11,19,10
39.245,13,13,12,12,19,10
39.25,13,13,12,12,18,11
39.255,13,13,12,12,17,11
39.26,13,13,12,11,16,11
39.265,13,13,12,10,15,11
39.27,13,13,12,10,14,11
39.275,13,13,12,10,14,11
39.28,13,13,12,10,13,11
39.285,14,13,12,10,12,11
39.29,14,13,12,9,13,10
39.295,14,13,12,8,12,10
39.3,14,13,12,8,13,11
39.305,14,13,12,8,15,11
39.31,15,13,12,9,15,11
39.315,15,13,12,9,15,11
39.32,15,13,12,10,16,11
39.325,15,13,12,10,17,11
39.33,15,13,12,11,20,11
39.335,15,13,12,11,20,11
39.34,15,13,12,11,20,12
39.345,15,13,12,11,19,12
39.35,15,13,13,11,18,12
39.355,15,13,12,11,18,12
39.36,15,13,12,11,18,11
39.365,15,13,12,11,17,11
39.37,15,13,12,11,17,11
39.375,15,13,12,11,17,11
39.38,15,13,12,12,17,12
39.385,14,13,12,13,16,12
39.39,14,13,12,13,15,11
39.395,15,13,12,12,14,11
39.4,15,13,12,12,14,11
39.405,15,13,12,12,14,11
39.41,15,13,12,12,13,10
39.415,15,12,12,12,12,10
39.42,15,12,12,12,12,10
39.425,15,12,12,13,11,11
39.43,15,12,12,13,10,11
39.435,14,12,12,13,10,11
39.44,14,12,12,13,9,10
39.445,14,12,12,13,10,9
39.45,14,13,12,14,10,10
39.455,14,12,12,14,10,10
39.46,14,12,12,14,10,10
39.465,14,12,12,14,10,10
39.47,14,11,12,14,9,10
39.475,14,10,12,16,9,11
39.48,14,10,12,16,9,12
39.485,14,10,12,15,8,12
39.49,13,10,12,15,9,13
39.495,13,10,12,15,9,11
39.5,13,10,12,15,9,11
39.505,13,10,12,15,9,10
39.51,13,10,12,15,9,10
39.515,13,10,12,15,9,10
39.52,14,10,12,14,9,11
39.525,14,10,12,14,10,10
39.53,14,10,12,16,10,11
39.535,14,10,12,16,10,11
39.54,14,10,12,15,10,11
39.545,14,10,12,16,11,11
39.55,14,10,12,15,11,10
39.555,14,10,12,15,11,10
39.56,14,10,11,17,12,10
39.565,14,10,11,17,12,10
39.57,14,9,10,17,12,10
39.575,14,8,10,17,12,9
39.58,14,8,10,17,12,9
39.585,14,8,10,16,12,9
39.59,14,8,11,14,11,9
39.595,14,8,11,14,11,9
39.6,14,8,11,15,11,9
39.605,14,8,12,14,10,9
39.61,14,8,12,12,9,9
39.615,14,8,12,12,8,9
39.62,14,7,12,12,8,8
39.625,14,7,12,11,9,9
39.63,14,7,12,12,9,9
39.635,14,7,12,12,9,9
39.64,14,7,12,12,9,9
39.645,14,7,12,11,9,9
39.65,14,7,12,12,9,9
39.655,14,7,12,12,9,9
39.66,13,7,12,11,9,9
39.665,13,6,12,10,9,9
39.67,13,6,12,10,9,10
39.675,13,6,12,9,9,11
39.68,13,6,12,9,9,12
39.685,13,6,12,10,10,12
39.69,13,6,12,10,10,12
39.695,13,6,12,10,10,12
39.7,13,6,12,10,10,12
39.705,13,7,12,11,10,12
39.71,12,7,12,11,10,13
39.715,12,7,12,11,10,13
39.72,12,7,12,11,11,13
39.725,12,7,12,11,11,13
39.73,12,7,11,12,12,13
39.735,12,7,11,10,12,13
39.74,12,7,11,10,12,14
39.745,12,7,11,9,12,13
39.75,12,7,11,9,11,13
39.755,12,7,11,9,11,12
39.76,12,6,11,9,11,12
39.765,12,6,11,9,11,11
39.77,12,6,11,10,11,11
39.775,13,6,11,10,11,12
39.78,13,6,11,10,12,11
39.785,13,6,11,10,13,13
39.79,13,6,11,10,13,12
39.795,13,6,10,10,12,12
39.8,13,6,10,10,12,12
39.805,13,6,10,10,12,12
39.81,13,6,10,10,12,12
39.815,13,6,10,9,12,12
39.82,13,6,10,10,12,12
39.825,13,6,10,10,12,11
39.83,13,6,10,11,11,10
39.835,12,6,10,10,11,10
39.84,11,6,10,10,11,9
39.845,12,6,10,11,11,9
39.85,12,6,10,11,11,9
39.855,12,6,10,11,11,9
39.86,12,6,10,11,11,9
39.865,12,7,10,12,11,9
39.87,12,7,10,11,11,10
39.875,12,7,10,11,12,9
39.88,11,7,10,12,12,9
39.885,11,7,10,11,11,9
39.89,11,7,10,11,12,9
39.895,11,7,10,10,12,8
39.9,10,7,9,10,12,8
39.905,10,7,9,11,12,9
39.91,10,7,9,11,13,9
39.915,11,7,9,11,14,8
39.92,11,7,9,12,14,8
39.925,12,7,9,12,14,8
39.93,13,7,8,12,14,8
39.935,13,7,8,12,14,8
39.94,13,7,9,12,15,7
39.945,13,7,9,12,15,8
39.95,13,7,10,12,15,8
39.955,13,7,10,12,15,8
39.96,13,7,10,9,15,9
39.965,14,7,10,9,13,8
39.97,14,7,10,8,13,8
39.975,14,7,10,9,13,8
39.98,14,7,10,9,12,7
39.985,14,7,10,9,12,7
39.99,14,7,10,9,11,7
39.995,14,8,10,10,11,7
40,14,8,10,10,10,6
40.005,14,8,10,10,10,6
40.01,14,8,10,10,9,6
40.015,14,8,10,9,8,6
40.02,14,8,10,9,8,5
40.025,14,8,9,10,8,5
40.03,14,8,9,10,9,5
40.035,15,8,9,11,9,5
40.04,15,8,10,12,9,5
40.045,15,8,10,11,9,6
40.05,15,8,10,11,9,6
40.055,15,8,10,11,9,6
40.06,15,8,10,11,9,7
40.065,15,9,10,11,9,7
40.07,15,10,9,11,9,6
40.075,15,10,9,10,9,7
40.08,14,10,9,10,7,7
40.085,14,11,9,10,7,7
40.09,14,12,9,10,7,8
40.095,14,12,10,8,7,8
40.1,14,12,10,8,7,8
40.105,13,12,10,8,6,9
40.11,13,13,10,9,8,10
40.115,13,13,10,9,8,10
40.12,13,12,10,9,8,10
40.125,13,11,10,9,8,9
40.13,13,11,10,9,8,9
40.135,13,11,10,9,8,9
40.14,13,11,10,9,8,9
40.145,13,12,10,9,8,9
40.15,13,12,10,10,8,9
40.155,13,13,10,10,8,9
40.16,13,14,10,10,8,10
40.165,13,14,9,10,9,11
40.17,13,14,9,9,9,11
40.175,12,14,9,11,9,11
40.18,12,14,9,9,9,11
40.185,12,14,9,10,9,11
40.19,12,13,9,10,10,11
40.195,12,13,9,11,8,12
40.2,12,12,9,12,8,11
40.205,12,12,9,12,7,10
40.21,12,12,9,12,7,9
40.215,12,12,9,13,8,10
40.22,12,12,9,13,8,9
40.225,12,12,8,13,8,9
40.23,12,12,8,12,8,9
40.235,12,12,8,12,7,9
40.24,12,12,9,12,7,9
40.245,12,12,9,11,7,8
40.25,12,12,9,11,9,8
40.255,12,13,10,11,9,8
40.26,12,13,10,10,9,8
40.265,12,13,10,9,9,8
40.27,12,13,9,9,10,8
40.275,12,13,9,9,10,8
40.28,12,13,9,10,9,9
40.285,12,12,9,9,9,9
40.29,12,12,9,9,9,9
40.295,12,12,10,10,9,9
40.3,12,12,10,11,9,9
40.305,12,13,10,11,9,8
40.31,12,13,10,9,9,8
40.315,12,13,9,7,9,8
40.32,12,14,9,7,10,9
40.325,11,14,9,8,10,9
40.33,11,14,9,7,11,10
40.335,12,14,9,7,11,9
40.34,12,15,9,6,11,9
40.345,12,15,9,7,10,9
40.35,12,15,9,7,10,10
40.355,12,15,9,7,9,10
40.36,12,15,9,8,9,9
40.365,12,15,9,8,9,9
40.37,12,15,9,8,9,9
40.375,12,15,9,7,7,11
40.38,12,15,9,7,7,11
40.385,12,15,9,7,8,11
40.39,12,15,9,8,8,10
40.395,12,15,9,8,9,11
40.4,12,15,9,8,7,11
40.405,12,15,9,7,7,10
40.41,12,15,9,9,7,10
40.415,12,15,9,9,8,10
40.42,12,15,9,9,8,9
40.425,12,15,9,9,9,9
40.43,12,15,9,9,9,9
40.435,12,15,9,9,9,10
40.44,12,15,8,9,9,10
40.445,12,15,8,9,10,10
40.45,12,15,8,9,9,10
40.455,12,15,8,9,9,10
40.46,11,16,8,9,9,11
40.465,11,16,8,9,9,11
40.47,11,16,8,9,9,11
40.475,11,16,8,7,9,11
40.48,11,16,8,7,9,10
40.485,11,16,8,7,9,11
40.49,11,16,8,7,8,10
40.495,11,16,8,8,8,8
40.5,11,16,8,8,8,9
40.505,13,16,8,8,7,9
40.51,13,16,8,7,8,8
40.515,13,16,8,7,8,9
40.52,13,16,8,6,8,9
40.525,13,16,10,6,9,9
40.53,13,16,10,6,11,9
40.535,13,16,10,6,12,9
40.54,13,16,10,6,12,9
40.545,13,16,10,6,12,10
40.55,13,16,10,6,13,11
40.555,13,15,10,6,14,11
40.56,13,15,10,6,13,9
40.565,13,14,10,6,13,9
40.57,13,14,10,5,12,8
40.575,13,14,11,5,12,8
40.58,13,14,11,5,12,9
40.585,13,14,11,5,12,9
40.59,13,14,11,6,12,9
40.595,13,14,12,6,11,9
40.6,13,14,11,6,11,9
40.605,13,14,11,9,11,10
40.61,13,14,11,8,11,10
40.615,13,13,11,8,12,10
40.62,13,13,11,7,12,10
40.625,13,13,11,8,12,11
40.63,13,13,11,8,11,11
40.635,13,13,11,9,11,11
40.64,13,13,11,8,11,12
40.645,13,13,12,8,12,13
40.65,13,13,12,8,12,13
40.655,13,13,12,8,13,14
40.66,13,13,12,8,13,14
40.665,13,13,12,9,13,14
40.67,13,13,12,9,12,14
40.675,13,13,12,9,12,14
40.68,13,13,12,9,12,13
40.685,13,13,12,9,12,14
40.69,13,13,12,9,12,14
40.695,13,13,12,9,12,13
40.7,13,13,12,9,13,13
40.705,13,13,12,9,13,13
40.71,13,13,12,9,12,13
40.715,13,13,12,9,10,11
40.72,13,13,12,9,10,10
40.725,13,13,12,9,10,10
40.73,13,13,12,9,10,11
40.735,13,13,12,10,10,10
40.74,13,13,12,10,11,10
40.745,13,13,12,11,11,9
40.75,13,13,12,11,12,9
40.755,13,13,12,11,13,9
40.76,13,13,12,11,13,9
40.765,13,13,12,11,13,9
40.77,13,13,12,11,13,7
40.775,13,13,12,12,15,5
40.78,13,13,12,12,16,5
40.785,13,13,13,12,15,5
40.79,13,13,13,13,15,7
40.795,13,13,12,14,15,7
40.8,13,13,12,14,15,7
40.805,12,13,12,9,15,7
40.81,12,13,12,9,15,7
40.815,12,13,12,10,15,7
40.82,12,13,12,10,15,7
40.825,12,13,12,10,15,8
40.83,12,11,12,9,14,8
40.835,12,11,12,8,13,8
40.84,12,11,12,9,13,8
40.845,11,11,12,8,13,8
40.85,11,11,12,8,13,8
40.855,11,11,12,7,13,11
40.86,11,11,11,6,13,13
40.865,11,11,10,6,13,14
40.87,11,11,10,5,14,14
40.875,11,11,10,5,14,13
40.88,11,10,10,6,14,13
40.885,11,10,10,5,13,13
40.89,11,10,10,5,12,13
40.895,11,10,10,4,12,12
40.9,11,10,10,4,12,12
40.905,11,10,10,4,12,12
40.91,11,10,10,4,13,13
40.915,11,10,10,4,13,13
40.92,11,10,10,5,14,13
40.925,11,10,10,5,11,13
40.93,11,10,10,6,11,13
40.935,11,10,10,6,10,13
40.94,11,10,10,7,10,11
40.945,11,10,10,7,10,10
40.95,11,10,11,7,11,12
40.955,11,10,11,7,11,11
40.96,11,10,11,7,11,12
40.965,11,10,11,7,12,11
40.97,11,11,11,6,12,10
40.975,11,11,12,5,13,10
40.98,11,11,12,5,13,10
40.985,11,11,12,5,14,10
40.99,11,11,12,5,15,10
40.995,11,11,11,5,15,10
41,13,11,11,4,14,9
41.005,13,11,11,4,14,9
41.01,13,11,11,4,13,10
41.015,15,11,11,5,13,10
41.02,15,11,11,7,13,10
41.025,15,11,11,7,13,11
41.03,15,11,11,7,13,11
41.035,15,11,11,7,12,11
41.04,15,11,11,7,12,12
41.045,16,11,11,8,12,12
41.05,16,11,10,9,13,12
41.055,16,11,10,9,13,12
41.06,16,11,10,9,13,11
41.065,16,11,10,9,13,11
41.07,16,11,10,9,13,11
41.075,16,11,10,9,13,10
41.08,15,11,10,10,12,10
41.085,15,11,10,10,12,9
41.09,15,11,10,10,11,9
41.095,15,11,10,10,11,9
41.1,15,11,9,10,11,9
41.105,15,11,9,11,11,9
41.11,15,10,9,11,11,9
41.115,15,10,9,11,11,9
41.12,15,10,9,11,11,8
41.125,15,10,9,11,11,8
41.13,15,10,9,11,11,8
41.135,16,10,9,11,11,8
41.14,16,10,9,11,12,8
41.145,16,10,9,11,12,8
41.15,16,10,10,11,12,7
41.155,16,10,10,13,12,10
41.16,16,10,10,13,12,9
41.165,15,10,11,13,12,8
41.17,15,10,11,13,10,8
41.175,15,10,12,14,10,9
41.18,15,10,12,13,10,10
41.185,15,10,12,13,10,9
41.19,15,10,12,13,10,9
41.195,15,10,12,14,10,9
41.2,15,10,12,14,10,9
41.205,15,10,12,14,10,9
41.21,15,10,12,15,9,9
41.215,15,10,12,15,9,9
41.22,15,10,12,14,9,10
41.225,16,10,12,15,10,10
41.23,16,10,12,15,9,9
41.235,15,10,12,15,9,10
41.24,15,10,12,14,9,10
41.245,15,10,11,15,8,10
41.25,15,10,11,17,9,10
41.255,15,10,10,18,9,10
41.26,15,10,10,18,9,11
41.265,15,10,11,18,9,10
41.27,16,10,11,19,8,10
41.275,16,10,11,19,7,11
41.28,16,10,11,19,7,10
41.285,16,10,11,19,7,12
41.29,16,10,11,19,7,11
41.295,16,10,11,20,7,11
41.3,16,9,11,20,8,12
41.305,16,9,11,22,7,13
41.31,16,9,11,23,8,13
41.315,16,9,11,23,8,12
41.32,16,10,11,23,7,12
41.325,16,10,11,23,6,13
41.33,15,10,11,22,5,13
41.335,15,11,11,22,5,15
41.34,15,11,11,22,5,14
41.345,15,11,11,21,6,16
41.35,15,11,11,21,6,16
41.355,15,11,11,20,6,16
41.36,15,11,11,21,6,16
41.365,15,11,11,20,6,13
41.37,15,11,11,19,7,14
41.375,15,11,11,19,8,13
41.38,14,11,11,17,8,13
41.385,14,11,11,18,9,12
41.39,14,11,11,19,10,12
41.395,14,11,11,18,10,11
41.4,14,11,11,17,10,10
41.405,14,11,11,18,10,9
41.41,14,11,11,15,9,9
41.415,14,11,11,16,9,9
41.42,13,12,11,17,9,9
41.425,13,11,11,15,8,11
41.43,13,11,12,15,7,12
41.435,13,11,12,15,7,12
41.44,13,11,12,16,7,13
41.445,13,11,12,16,8,12
41.45,13,11,12,16,8,12
41.455,13,11,12,16,8,12
